question_id,question,predicted,actual,is_correct,response
169,무죄 추정의 원칙에 대한 설명으로 옳지 않은 것은?,A,D,False,"질문: 무죄 추정의 원칙에 대한 설명으로 옳지 않은 것은?

각 선택지에 대해 분석하겠습니다:

A. **무죄 추정의 원칙은 수사를 하는 단계뿐만 아니라 판결이 확정될 때까지 형사 절차와 형사재판 전반을 이끄는 대원칙이고, ‘의심스러우면 피고인의 이익으로’라는 오래된 법언에 내포된 이러한 원칙은 우리 형사법의 기초를 이루고 있다.**  
-> 이 설명은 옳습니다. 무죄 추정의 원칙은 형사사건의 모든 과정에서 적용되는 원칙이며, '의심스러우면 피고인의 이익으로'라는 법언도 이를 잘 설명합니다.

B. **무죄 추정의 원칙에 따라 형사재판에서 유죄의 인정은 법관으로 하여금 합리적인 의심을 할 여지가 없을 정도로 공소사실이 진실한 것이라는 확신을 가지게 하는 증명력을 가진 증거에 의하여야 한다.**  
-> 이 설명도 맞습니다. 유죄의 인정은 피고인의 법적 지위에 큰 영향을 미치므로 높은 증명 수준이 요구됩니다.

C. **무죄 추정의 원칙으로 인하여 불구속 수사와 불구속 재판을 원칙"
170,형사 절차에 대한 설명으로 옳지 않은 것은?,A,D,False,"형사 절차에 대한 설명으로 옳지 않은 것을 찾는 질문입니다. 각 선택지를 분석해보겠습니다.

A. ""항소심에서는 검사의 공소 취소가 허용되지 않는다.""
- 검사가 항소심에서 공소를 취소할 수 없는 것은 아닙니다. 항소가 제기된 후에도 공소 취소는 가능하므로, 이 설명은 옳지 않습니다.

B. ""종국 재판이 외부적으로 성립한 경우 종국 재판을 한 법원은 그 재판을 철회하거나 변경할 수 없다.""
- 원칙적으로 종국 재판이 성립하면 해당 재판을 철회하거나 변경할 수 없습니다. 이 설명은 맞습니다.

C. ""재판장의 재판에 대한 준 항고의 청구는 재판의 고지 있는 날로부터 7일 이내에 하여야 한다.""
- 준 항고는 정해진 기간 내에 청구해야 하므로 이 설명도 맞습니다.

D. ""피고인과 공범 관계에 있는 다른 피의자에 대한 사법경찰관 작성 피의자 신문조서는 형사소송법 제312조 제4항의 요건을 갖추면 피고인이 공판 기일에 그 조서의 내용을 부인하더라도 이를 유죄 인정의 증거로 사용할 수 있다.""
- 피의자 신문"
171,상소 및 특별절차에 대한 설명으로 옳은 것은?,A,B,False,"본 질문은 상소 및 특별절차에 대한 설명에서 옳은 것을 선택하는 문제입니다. 각 선택지의 법적 분석을 통해 올바른 선택지를 찾아보겠습니다.

A. 약식명령에 대한 정식 재판 절차에서 유죄 판결을 확정받은 자가 재심을 청구할 경우, 재심 청구의 대상은 유죄의 확정 판결이 아니라 약식 명령이다.
- 이 문장은 틀립니다. 재심 청구의 대상은 원래의 판결이며, 약식명령이 아니라 유죄의 확정 판결입니다.

B. 공소시효가 완성된 사실을 간과한 채 피고인에 대하여 약식 명령을 발령하여 확정된 경우는 판결에 관한 법령의 위반에 해당하므로 비상상고의 대상이 된다.
- 이 문장은 맞습니다. 공소시효의 완성은 법령에 따른 위법이므로 비상상고의 사유에 해당합니다.

C. 제1심 법원이 결정으로 인정한 사실에 대해 법령을 적용하지 않았거나 법령의 적용에 착오가 있는 경우, 그 결정은 비약적 상고의 대상이 된다.
- 비약적 상고가 아닌 일반 상고 같은 경우가 더 적절할 것으로 판단되어 틀립니다.

D. 약식명령"
172,위법수집 증거 배제 법칙에 대한 설명으로 옳지 않은 것은?,C,C,True,"문제의 핵심 쟁점은 위법수집 증거 배제 법칙에 대한 설명의 옳고 그름입니다. 각 선택지를 법조항 및 원칙에 따라 분석해 보겠습니다.

A. 사법경찰관이 영장 없이 물건을 압수한 경우, 그 압수물과 임의 제출 동의서는 증거능력이 인정되지 않는 경우가 일반적입니다. 따라서 이 설명은 맞습니다.

B. 전자정보의 압수ㆍ수색 과정에서 피압수자나 변호인이 참여할 기회를 보장해야 한다는 내용은 맞습니다. 따라서 이 설명도 맞습니다. 

C. 범죄의 피해자인 검사가 사건 수사나 압수ㆍ수색 영장의 집행에 참여한 경우, 그 자체로서 위법하다는 주장은 지나치게 일반화한 것으로 보입니다. 사건의 구체적인 상황에 따라 다를 수 있기 때문에 이 설명은 옳지 않을 수 있습니다.

D. 구속 수감된 자에게 휴대전화를 제공하여 통화하게 하고, 그 내용을 녹음하는 행위가 불법감청에 해당할 경우, 작성된 녹취록은 증거능력이 없다는 설명은 옳습니다.

따라서 C 선택지가 내용적으로 불완전하여 옳지 않은 설명으로 판단됩니다. 고로 최종 선택은 다음과 같습니다.

C"
173,재판에 대한 설명으로 옳지 않은 것은?,A,D,False,"A. 대한민국 헌법 제13조 제1항에서 규정하고 있는 이 중 처벌금지의 원칙에서 ‘처벌’은 원칙적으로 범죄에 대한 형벌 부과를 의미하고, 국가가 행하는 일체의 제재나 불이익 처분이 모두 여기에 포함되는 것은 아니다."
174,전문 증거의 증거능력에 대한 설명으로 옳은 것은?,D,A,False,D.
175,재체포ㆍ 재구 속에 대한 설명으로 옳은 것은?,A,A,True,최종 선택: A
176,전문 심리위원에 대한 설명으로 옳지 않은 것은?,C,A,False,C.
178,피고인의 특정 및 성명 모용에 대한 설명으로 옳지 않은 것은?,A,A,True,정답: A
179,예비죄에 대한 설명으로 옳은 것은?,A,C,False,"예비죄에 대한 설명으로 옳은 것은 다음과 같은 법적 분석을 통해 판별할 수 있습니다.

1) **문제의 쟁점**: 예비죄의 정의는 범죄를 하기 위한 준비 행위에 해당하며, 이에 대한 처벌 여부와 조건들이 핵심 이슈입니다.

2) **관련 법조항 적용**: 한국 형법에서는 예비죄에 대해 관련 조항이 엄격히 명시되어 있으며, 예비죄와 실행의 착수 사이의 경계가 중요합니다. 여러 법조항이 있지만, 여기서는 특별히 예비죄의 공동정범과 종범에 대한 규정이 중요한 포인트입니다.

3) **각 선택지 분석**:
   - **A**: 예비단계에서 가공한 자에 대해서는 공범 또는 종범으로 처벌할 수 없다는 주장은 사실과 다릅니다. 예비죄는 처벌이 성립할 수 있습니다.
   - **B**: 살인 예비죄는 살인의 준비에 대한 고의가 인정되지 않아도 성립할 수 없기 때문에 이는 부정확합니다.
   - **C**: 중지범의 개념은 실행의 착수 후 중지에 관한 것으로, 예비나 음모의 행위는 중지범으로 인정할 수 없다는 주장은 타당합니다.
   - **D**: 간첩"
180,중지 미수에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심 형법 쟁점을 파악해보면, 중지 미수에 관한 설명이 어떤 것이 올바른지를 묻고 있습니다. 중지 미수는 범죄의 실행 행위를 착수한 후 자의로 중지하는 경우에 해당합니다.

각 선택지를 분석해보면 다음과 같습니다:

A. 옳은 설명입니다. 자의로 중지한 경우 중지 미수에 해당합니다.

B. 옳은 설명입니다. 자의로 중지한 경우로 볼 수 있습니다.

C. 옳지 않은 설명입니다. 도주가 자의로 중지했다고 보기는 어렵습니다. 단순히 상황에 의해 도주한 경우는 중지 미수가 아닙니다.

D. 옳은 설명입니다. 겁을 먹고 중지한 경우가 일반 사회 통념으로 봤을 때 중지 미수에 해당할 수 있습니다.

따라서 옳지 않은 설명은 C입니다.

최종 답변: C"
181,피해자의 승낙에 대한 설명으로 옳지 않은 것은?,A,B,False,A
182,배상명령에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심 형법 쟁점은 '배상명령' 관련 법규와 그 적용 방식을 이해하는 것입니다. 각 선택지에 대해 법적 분석을 진행하겠습니다.

A. 이 선택지는 맞는 설명입니다. 배상 명령으로 인해 공판 절차가 지연될 우려가 있는 경우, 법원은 배상 명령을 하지 않을 수 있습니다.

B. 이 선택지는 옳은 설명입니다. 피해자가 이미 재산상 피해 회복에 관한 채무 명의를 가지고 있더라도 별도로 배상명령을 신청할 이익이 있습니다.

C. 이 선택지는 잘못된 설명입니다. 피고인이 유죄 판결에 대해 상소를 제기하지 않아도 배상명령에 대해 즉시 항고를 할 수 있으나, 이것은 상소권자의 적법한 상소가 있는 경우에 즉시항고는 취하되지는 않습니다. 즉시항고는 상소와 구별되는 절차이므로 내용을 더 명확히 할 필요가 있습니다.

D. 이 선택지는 옳은 설명입니다. 확정된 배상명령이나 가집행 선고가 있는 배상명령이 기재된 유죄 판결서는 민사집행법에 따른 강제집행에 있어 집행력 있는 판결 정본과 동일한 효력을 가집니다.

따라서, 옳지"
183,형사소송의 이념과 목적에 대한 설명으로 옳지 않은 것은?,C,D,False,C.
184,소년법 상 형사사건의 심판 등에 대한 설명으로 옳지 않은 것은?,B,A,False,"문제는 소년법 상 형사사건의 심판에 대한 설명 중에서 옳지 않은 것을 찾는 것입니다. 각 선택지를 하나씩 분석해보겠습니다.

A. 부정기형에 대한 내용으로, 형의 단기의 3분의 1이 지난 소년범의 경우 교정의 목적 달성을 인정받으면 집행을 종료할 수 있다는 내용입니다. 이는 소년법에 부합하는 설명입니다.

B. ""무기징역을 선고받은 소년에 대해 5년이 지나면 가석방을 허가할 수 있다""는 내용입니다. 여기서는 무기징역의 경우 기본적으로 가석방 요건이 5년이 아닌 10년이므로 이 설명이 틀립니다.

C. 징역 또는 금고를 선고받은 소년의 형 집행 관련 내용을 언급하고 있으며, 일정한 경우에 일반 교도소에서 집행할 수 있다는 점도 사실입니다.

D. ""죄를 범할 당시 18세 미만인 소년에 대해 사형 또는 무기형으로 처할 경우 15년의 유기징역으로 한다""는 내용도 맞습니다. 소년법에서는 18세 미만의 소년에 대한 처벌은 그와 같은 방식으로 이루어집니다.

이러한 분석을 통해, B 선택지가 관련 법의 규정과 실제에 맞지 않음을"
185,소년법 상 보호처분과 그 변경 등에 대한 설명으로 옳지 않은 것은?,C,D,False,"정답은 C입니다. 

C는 ""소년부 판사는 보호관찰관의 단기 보호관찰의 처분을 할 때에 3개월 이내의 기간을 정하여 보호소년 등의 처우에 관한 법률에 따른 대안 교육을 받을 것을 동시에 명할 수 있다.""라고 명시하고 있으나, 현재의 소년법에 따르면 단기 보호관찰의 경우, 대안 교육을 обязатель하지 않습니다. 따라서 C 선택지가 옳지 않은 설명입니다."
186,보호소년 등의 처우에 관한 법률상 수용과 보호 등에 대한 설명으로 옳지 않은 것은?,A,C,False,"각 선택지를 분석해보면:

A. 소년원장은 분류 수용, 교정 교육상의 필요, 그 밖의 이유로 보호 소년을 다른 소년원으로 이송할 수 있다. - 법무부 장관의 허가가 필요한 이송에 대한 설명으로 옳은 내용이다.

B. 소년원장은 14세 미만의 보호소년에게는 20일 이내의 기간 동안 지정된 실 안에서 근신하게 하는 징계를 할 수 없다. - 보호소년에 대한 징계 조치에 대해 설명하고 있으며, 일반적으로 징계가 금지되는 연령에 대한 규정으로 볼 때 맞는 내용일 수 있다.

C. 소년원장은 미 성년자인 보호소년이 친권자나 후견인이 없거나 있어도 그 권리를 행사할 수 없을 때에는 법무부 장관의 허가를 받아 친권자나 후견인의 직무를 행사할 수 있다. - 이 내용은 보호소년의 법적 지위에 대한 설명으로, 소년원장이 권리를 행사할 수 있는 경우에 대한 규정으로 보인다.

D. 소년원장은 품행이 타인의 모범이 되는 보호소년에게 포상을 할 수 있고, 이에 따른 포상을 받은 보호소년에게는 특별한 처우를 할 수 있다. - 이 내용은 보호소년에게 포상이 가능하다는 규정으로"
187,사이코패스에 대한 설명으로 옳지 않은 것은?,C,B,False,"가장 적절한 답변은 C입니다. 

C 선택지는 ""모든 사이코패스가 형사사법제도 안에서 범죄행위가 드러나는 형태로 걸러지는 것은 아니다.""라는 내용으로, 이는 사실입니다. 사이코패스 중 많은 수가 범죄를 저지르지 않거나 형사사법 시스템에 의해 식별되지 않는 경우가 있기 때문입니다. 따라서 이 선택지는 옳지 않은 설명에 해당하지 않으므로, C가 정답이 아닙니다. C 외에 다른 선택지는 모두 사이코패스에 대한 정확한 설명으로 보입니다. 

따라서 옳지 않은 설명을 찾는 문제에서 가장 적합한 답변은 C입니다."
188,제척과 기피에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
189,법률상 소년 등의 연령 기준으로 옳지 않은 것은?,D,C,False,D.
190,스토킹 범죄의 처벌 등에 관한 법률 의 내용에 대한 설명으로 옳지 않은 것은?,A,B,False,A. 스토킹 행위가 지속적 또는 반복적으로 이루어진 경우가 아니라면 스토킹 범죄에 해당하지 않는다.
191,형법 상 벌금에 대한 설명으로 옳지 않은 것은?,A,C,False,"형법 상 벌금에 대한 설명으로 옳지 않은 것을 찾아보겠습니다.

A. 벌금을 감경하는 경우에는 5만 원 미만으로 할 수 있다.
- 이 선택지는 맞습니다. 형법 제 55조에 따르면 벌금을 감경할 때에는 최소한의 금액이 설정되어 있습니다. 

B. 벌금을 선고하는 재판이 확정된 후 그 집행을 받지 아니하고 5년 이 지나면 형의 시효가 완성된다.
- 이 선택지는 맞습니다. 재판이 확정되고 벌금 집행을 받지 않는 경우, 형의 시효가 5년이 지나면 시효가 완성됩니다.

C. 60억 원의 벌금을 선고하면서 이를 납입하지 아니하는 경우의 노역장 유치기간을 700일로 정할 수 있다.
- 이 선택지는 맞습니다. 형법 제 57조에 따르면 일정한 벌금액에 대한 노역장 유치기간이 정해져 있습니다.

D. 형법 제 55조 제1항 제6호의 벌금을 감경할 때의 ‘다액의 2분의 1’이라는 문구는 ‘금액의 2분의 1’을 뜻하므로 그 상한과 함께 하한도 감경되는 것으로 해석하여야 한다.
- 이 선택지는 틀린 설명입니다. '"
192,갓 프레드슨 (Gottfredson) 과 허쉬(Hirschi) 의 낮은 자기 통제 (low self-control) 에 대한 설명으로 옳지 않은 것은?,D,C,False,D.
193,행태 이론 (behavior theory) 에 대한 설명으로 옳지 않은 것은?,C,A,False,C. 행태 이론은 범죄의 원인을 설명하면서 개인의 인지 능력을 과소 평가한 다.
194,회복적 사법에 대한 설명으로 옳지 않은 것은?,D,D,True,D. 가해자는 배상과 교화의 대상으로서 책임을 수용하기보다는 비난을 수용하여야 한다.
195,비 범죄화에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 형법 상 간통죄의 폐지는 비 범죄화의 예라고 할 수 없다.
196,사면법 상 사면에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 형의 집행유예를 선 고 받은 자에 대하여는 형 선고의 효력을 상실하게 하는 특별사면을 할 수 없다.
197,증거능력과 증명력 에 대한 설명으로 옳지 않은 것은?,B,A,False,"문제의 핵심은 증거능력과 증명력에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 각 선택지를 분석해보면 다음과 같습니다.

A. 거짓말 탐지기 검사 결과는 모든 경우에 진실이 아니라고 단정할 수 없지만, 특정 상황에서 정황 증거로 기능하는 것으로 설명하고 있습니다. 이는 법리적으로 맞는 설명입니다.

B. 연구자의 진술을 법정에서 증언 거부로 인한 상황 중 피고인이 반대 신문을 할 수 없는 경우를 설명하고 있습니다. 증인이 진술 거부의 정당성을 떠나 피고인이 반박할 수 없는 상황에서는 해당 조항이 적용되지 않는다는 것이므로, 이는 옳습니다.

C. 검사가 면담 과정이 있는 경우 증인신문의 신빙성을 보장하기 위해 회유나 압박이 없음을 입증해야 한다고 설명하고 있습니다. 이 또한 맞는 설명입니다.

D. 전문 진술이 포함된 조서의 증거능력에 대한 내용이며, 이는 원 진술자가 여러 이유로 진술할 수 없을 때만 허용된다고 설명하고 있습니다. 이는 한국 형법의 규정에 부합하는 내용입니다.

따라서 선택지 B는 피고인이 반대 신문을 할 수 있는 권리가 제한되는 기존 법리에 비추어 볼 때, 정당한 증"
198,탄핵 증거에 대한 설명으로 옳지 않은 것은?,A,A,True,"해석 단계에 따라 분석해보면:

1) **문제의 핵심 형법 쟁점 파악**: 여기서의 주요 쟁점은 탄핵 증거가 무엇인지, 그 증거에 대한 증거능력 및 제출 방식에 대한 올바른 이해입니다.

2) **관련 법조항 적용**: 제155조는 증거를 위조하거나 변조하는 행위에 대한 형벌을 다루고 있으며, 이 사례와 직접적으로 관련이 없습니다. 하지만 탄핵 증거의 성격과 제출 방법에 대한 법리가 필요합니다.

3) **판례 원칙 적용**: 판례는 신문조서나 확인된 사실의 진술이 피고인이 부인할 경우 증거능력을 잃을 수 있음을 보여줍니다. 탄핵 증거는 범죄 사실을 인정하는 증거가 아니라는 점에서 더 느슨한 증거능력을 가집니다.

4) **각 선택지 법적 분석**:
   - **A**: 제출된 신문조서는 피고인이 거부할 경우 증거능력이 없고 탄핵 증거로도 사용될 수 없다는 부분이 있는데, 이는 부인된 증거가 탄핵 증거로서 사용할 수 없다는 점으로 보아 미흡한 설명이 됩니다.
   - **B**: 탄핵 증거는 범죄"
199,면소 판결에 대한 설명으로 옳지 않은 것은?,A,D,False,A.
